"Anzeigename des Nutzers","Zeitstempel","Altersklasse","Beziehst du aktuell das Jugendticket BW / Würdest du das Jugendticket BW beziehen wenn du berechtigt wärst?","Begründung/Sonstige Tickets?","Beziehst du aktuell das Deutschlandticket (49 € Ticket)?","Begründung","Würdest du ein vollsolidarisches Deutschlandticket unterstützen?","Begründung","Wie stark würde dich das vollsolidarische bundesweite Semesterticket finanziell treffen? (Skala 1 (kein/kleines Problem) - 10 (nicht finanzierbar))","Sonstige Anmerkungen"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:32:21 GMT+0:00","≤ 26","Ja","","Nein","Komme mit Auto ","Ja","Wichtiger Schritt in Richtung mehr Nachhaltigkeit","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:22:53 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","10","Wer mit dem auto unterwegs ist muss einen Beitrag zahlen der nicht zutrifft. Jeder soll für sich selber entscheiden dürfen, ob man diese Investition tätigen möchte. Vielen Dank für ihr Verständnis!"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:19:49 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","7",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:18:02 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:14:24 GMT+0:00","≤ 26","Ja","","Ja","","Unentschlossen","","6",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:08:25 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","Naja auf der einen Seite wäre ich Nutzer dieses Tickets und es wäre ein großer Vorteil, auf der anderen Seite wäre es aber ein großer finanzieller Einschnitt für jeden einzelnen Studi, der das Ticket nicht nutzt. ","7",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 18:02:19 GMT+0:00","≤ 26","Nein","","Nein","","Nein","Finde ich nicht sinnvoll für viele, die keine Öffis benutzen (mich inklusive) mehr als doppelt so viel Geld zu zahlen, um nichts davon zu kriegen :)","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:51:49 GMT+0:00","≤ 26","Ja","","Ja","Deutschlandticket Als Jugendticket","Nein","Da es nur 1€ billiger ist als meon aktuelles Ticket sehe ich nicht ein direkt auf einmal knapp 350€ zu bezahlen, da bleibe ich lieber bei dem Semesterbeitrag von 171,50€ und behalte mein monatliches Abonnement ","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:44:59 GMT+0:00","≤ 26","Nein","Aktuell befinde ich mich im Auslandssemester","Nein","Altuell befinde ich mich im Auslandssemester. Ansonsten fahre ich mit dem ICE von München nach Stuttgart zu meiner Unistadt und kann das 49€ Ticket nicht nutzen, da es ein fernstreckenzug ist","Unentschlossen","Beide Möglichkeiten sind nicht ideal. Sie schließen immer eine Gruppe studierender aus oder verursachen unnötige Mehrkosten. Grundsätzlich wäre ich für Möglichkeit 1, dieses aber flexibel je Studierenden wählen zu lassen.","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:28:17 GMT+0:00","> 26","Nein","","Ja","","Ja","Semesterbeitrag Und damit d-Ticket kann man von der Steuer absenken, das d-Ticket alleine eher schwieriger. Insgesamt ist es sehr viel günstiger (für die, die das d Ticket ohnehin schon benutzen) ","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:24:02 GMT+0:00","≤ 26","Ja","Fahre öfter mit dem ÖPNV","Nein","Ist jetzt sowieso im Jugendticket enthalten","Unentschlossen","Vorteile für mich selbst, aber großen Nachteil für viele andere","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:17:58 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:09:20 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 17:06:58 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","8",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:59:35 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","8",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:51:55 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:36:57 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","3",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:36:56 GMT+0:00","≤ 26","Ja","","Nein","Hab das Jugendticket","Nein","Semesterbeitrag deutlich teurer, manche Jugendticket BW Verträge können nur nach einem Jahr Laufzeit gekündigt werden (wie meiner von der SSB) dadurch gäbe es dann eine Doppelbelastung und zwei bestehende Jugendticket BW Verträge","6",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:31:06 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Finde die Verdopplung der Studiengebühren für alle bisschen krass","7",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:21:55 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","7",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:17:47 GMT+0:00","≤ 26","Ja","","Nein","Zu teuer","Ja","","4",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:17:24 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","7",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:17:03 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Zu teuer","6",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:16:47 GMT+0:00","> 26","Ja","","Ja","","Nein","","8",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:12:59 GMT+0:00","> 26","Ja","","Nein","","Unentschlossen","","7",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 16:04:11 GMT+0:00","≤ 26","Ja","","Ja","","Nein","","2",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:50:53 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","9",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:49:31 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Der Semesterbeitrag wäre mir persönlich viel zu hoch. ","10","Habt ihr den Arsch offen?"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:45:23 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:32:02 GMT+0:00","≤ 26","Ja","ich brauche das Ticket, da ich zur Uni pendel","Nein","habe das Jugendticket BW, dass jetzt ein Deutschlandticket ist","Nein","Leute müssten mehr Geld bezahlen, die es gar nicht brauchen","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:30:05 GMT+0:00","≤ 26","Ja","","Nein","Habe das Jugend BW Ticket ","Ja","","6",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:25:43 GMT+0:00","≤ 26","Ja","","Nein","","Nein","auch wenn es nur die unter 26-jährigen sind, ich denke die Mehrheit hat bereits das JugendticketBW für 30€. Eine Erhöhung des Semesterbeitrags würde die meisten eher finanziell treffen","4",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:21:25 GMT+0:00","≤ 26","Nein","","Nein","","Nein","Ich brauche das Ticket nicht, da ich die nächsten beiden Semester im Ausland weiter studieren werde. Ich bleibe jedoch an der HdM immatrikuliert.","10","Das Vollsolidarticket wäre für mich, als würde ich 400 Euro in den Gulli werfen."
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:21:08 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","2",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:17:53 GMT+0:00","≤ 26","Nein","Die Hochschule in Stuttgart Vaihingen ist von Karlsruhe aus nur sinnvoll mit dem Auto zu erreichen ","Nein","","Nein","Studierende, die mit dem Auto zur Hochschule kommen müssen, zahlen dann 30€ im Monat für ein Ticket, das sie garnicht gebrauchen können.","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:17:52 GMT+0:00","> 26","Nein","","Nein","","Nein","Auf gar keinen Fall! Ich bin im Auslandsemester und werde es kein bisschen nutzen!!! Es wären für mich rausgeschmissene 200€!!! Bitte nicht, ich kann mir das nicht leisten!","10","Bitte behaltet den geringen Semesterbeitrag bei. Die Leute die das Ticket brauchen sollen sich es separat holen. "
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:17:47 GMT+0:00","> 26","Ja","","Nein","","Nein","","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:12:50 GMT+0:00","≤ 26","Nein","Übertragbares Abo eines Familienmitglieds für seltene Bahnfahrten ","Nein","nicht nötig","Nein","Ich benötige kein Deutschlandticket, fahre selten Bahn, Bus etc. und habe ein übertragbares Abo ","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:09:37 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","6","Es ist halt ziemlich viel Geld auf einmal, so viel Geld muss man erstmal übers Jahr auf die Kante gespart haben. Einfacher ist es für mich, mit monatlichen Kosten zu kalkulieren. Man überlebt das schon, keine Frage, aber für die entsprechenden 2x im Jahr ist das eben eine Spitzenbelastung. Außerdem die Frage: Was passiert dann mit dem Jugendticket BW, das ich erst frisch gekauft habe? Dann würde ich ja ein Semester doppelt zahlen, oder? Das geht nicht, da braucht es eine Übergangslösung."
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:09:31 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","4",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:08:33 GMT+0:00","≤ 26","Ja","","Nein","Ich habe das Jugend Ticket ","Ja","","10","Ich finde es geht nicht, das Studierende obwohl sie einen Jugend Ticket haben trotzdem einen höheren Semesterbeitrag zahlen. "
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 15:01:04 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:57:58 GMT+0:00","> 26","Nein","","Ja","Bekomme es von meinem Arbeitgeber bezuschusst und muss Öffis fahren","Nein","Nicht für jeden tragbar","10","Schlecht Idee, nicht für jeden Studenten tragbar und dann wahrscheinlich auch für viele ein Exmatrikulationsgrund oder auch ein Grund um sich gegen ein Studium an der Hochschule zu entscheiden. Zudem beziehen auch viele Studenten andere Tickets z.B Deutschlandticket und dann es sich nicht lohnen das Semesterticket noch zu holen. Denn für viele lohnt sich auch das Deutschlandticket einfach mehr als ein Semesterticket. Außerdem sehe ich es nicht ein für mein Semesterbeitrag fast so viel zu zahlen wie für meine Miete im Studentenwohnheim?!?!"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:46:17 GMT+0:00","> 26","Ja","","Ja","","Ja","","3",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:44:23 GMT+0:00","> 26","Ja","","Nein","","Ja","","3",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:42:57 GMT+0:00","> 26","Nein","","Ja","wird übernommen","Nein","","10","Wenn das passiert, müsste ich mich exmatrikulieren. "
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:42:13 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:42:08 GMT+0:00","≤ 26","Nein","","Ja","Jugendticket wurde automatisch auf Deutschlandticket umgestellt. Habe es um Sbahn zu fahren","Nein","zu teuer als semester beitrag (300+ €), zahle es lieber getrennt","10","LASST DAS !"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:39:33 GMT+0:00","> 26","Nein","","Nein","","Nein","","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:33:58 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","3",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:32:36 GMT+0:00","≤ 26","Nein","Schwarzfahren ist günstiger ","Nein","Schwarzfahren ist günstiger ","Ja","Muss nicht mehr Schwarzfahren und man bekommt das Ticket günstiger;)","4","Ist an anderen Hochschulen oder Unis nicht anders, und hier kann man sogar für den selben Preis in ganz Deutschland fahren. "
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:27:46 GMT+0:00","≤ 26","Ja","","Nein","Also das Jugendticket BW schon, das ja mittlerweile ein Deutschlandticket ist, aber das ist vermutlich nicht gemeint","Nein","","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:27:21 GMT+0:00","≤ 26","Ja","","Nein","","Nein","viel zu teuer für den durchschnitt wtf","8",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:20:17 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:16:50 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Ich bekomme von meinem arbeitgeber das BW-Ticket bezahlt. Wenn es in den semestergebühren enthalten ist, bekomme ich keinen Zuschuss mehr und muss den Betrag selbst zahlen","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:15:28 GMT+0:00","≤ 26","Nein","","Nein","","Nein","Das wäre nur denen Leuten Geld aus der Tasche ziehen, die es nicht brauchen/wollen. Jeder kann sich das Ticket für 1 € mehr im Monat selbst kaufen, der der es möchte und zwingt andere nicht auch dazu","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:13:24 GMT+0:00","> 26","Nein","Zu alt für das Jugendticket. ","Ja","Günstiger ÖPNV im Vergleich zu Einzeltickets.","Ja","","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 14:12:14 GMT+0:00","≤ 26","Ja","Ich wohne nicht in der Nähe des campuses weshalb ich ein VVS Ticket benötige, Jugendticket BW war die beste Option da es kein Semesterticket mehr gibt.","Nein","Ist im Jugendticket BW enthalten","Nein","Nicht jeder braucht das Ticket, nicht jeder braucht das Ticket für ein ganzes Semester am Stück. Der Semesterbeitrag würde zu sehr steigen (für alle) aber für mich als Ticketbezieher würde es trotzdem preislich nicht viel günstiger werden im Vergleich dazu wenn ich mir das Ticket selbst besorge..","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:59:05 GMT+0:00","> 26","Ja","","Ja","ich glaube das jugenticket/semesterticket wurde auf ein vergünstigtes Deutschlandticket umgeändert","Ja","Für alle master studierenden die wahrscheinlicher über 26 sind","3","ob man das ticket dann einmal pro halbes jahr oder monatlich zahlt macht für mich keinen unterschied. 
Das Semesterticket nur für ein ganzes jahr abschließen zu können stört mich mehr. Semesterweise ist praktischer"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:58:55 GMT+0:00","> 26","Nein","","Nein","","Nein","","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:56:09 GMT+0:00","≤ 26","Nein","Ich beziehe ab 01.01.24 D-Ticket Jugend BW ","Ja","Für Dezember 2023","Nein","Ich habe bereits für 2024 das D-Ticket Jugend BW. Da es ein Jahresabo ist, kann ich es bis 2025 mehr kündigen.","6",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:48:51 GMT+0:00","≤ 26","Nein","Nein, weil der öffentliche Nahverkehr in Deutschland bzw. Stuttgart komplett beschissen ist. Ich würde täglich 2 Stunden länger unterwegs sein im Vergleich zum Auto","Nein","","Nein","Ich fände es absolut unverantwortlich für etwas zahlen zu müssen, das ich garnicht nutze. Das geht wirklich auf garkeinen Fall","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:47:16 GMT+0:00","≤ 26","Nein","","Ja","","Nein","","2",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:46:57 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","3",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:43:47 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Der Semesterbeitrag wird beinahe verdoppelt und ist somit sehr teuer und das Deutschlandticket wird nicht wirklich benötigt.","8",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:39:50 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","3",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:33:37 GMT+0:00","≤ 26","Nein","Ich bin momentan nicht darauf angewiesen und vermutlich brauche ich es auch nicht im Sommersemester 2024","Nein","Nicht darauf angewiesen","Nein","Ich denke viele brauchen das Ticket nicht monatlich oder auch generell. Ich persönlich finde eine Ersparnis von einem Euro pro Monat im Gegenzug zu einer Verdopplung  des Semesterbeitrages nicht angemessen.","9","'-"
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:32:39 GMT+0:00","≤ 26","Nein","fahre überwiegend mit dem Auto und brauche somit kein Ticket","Nein","","Unentschlossen","","6",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:32:38 GMT+0:00","> 26","Nein","","Ja","Ich pendle viel","Ja","","4",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:21:24 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:21:23 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:19:16 GMT+0:00","> 26","Ja","","Nein","Weil ich das Jugend-Ticket BW beziehe.","Nein","Da ich ein Jugend-Ticket BW beziehe, brauche ich kein vollsolidarisches Deutschlandticket. Ob ich 29,70 oder 30,40 Euro bezahle spielt keine Rolle. ","5","Meiner Meinung nach sollte ein Ticketkauf weiterhin Entscheidung jeder einzelnen Person bleiben. Benachteiligen würde es vor allem diejenigen, die sich extra für einen Wohnort in der Nähe der Hdm entschieden haben und gar kein Ticket brauchen. Aber z.B. auch diejenigen, die aus gesundheitlichen Gründen die öffentlichen Verkehrsmittel eher meiden und umsonst ein Ticket bezahlen müssten.

Gibt es eine Lösung für Studierende, die aktuell bereits das Jugend-Ticket-BW beziehen, auf das vollsolidarische Ticket zu wechseln (sollte es in Kraft treten)? Wenn dem so wäre, dann würde es einen finanziell nicht so arg treffen. Sollte es aber keine Möglichkeit zum Umsteigen geben, dann finde ich es für Studierende untragbar. Zwei Tickets zu bezahlen wäre unmöglich."
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:18:56 GMT+0:00","≤ 26","Ja","Ich brauche das Jugendticket BW für den täglichen Weg zur Uni","Nein","Es ist mir zu teuer und ich würde es eh nur im VVS nutzen","Nein","Ich brauche kein Deutschland-Ticket und im letzten Semester (Thesis) würde ich einen sehr hohen Semesterbeitrag dafür bezahlen, dass ich gar nicht Bahn fahre, also auch nicht im VVS.","5",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:08:01 GMT+0:00","> 26","Ja","","Nein","Ich zahle aktuell ca 31€ für irgend eine Art Jugendticket oder so? Ich blick da eh nicht mehr durch.","Nein","Finde es den Leuten die extra in einer WG oder so in laufnähe wohnen wirklich unfair gegenüber. Als Student hat man eh schon nicht übermäßig viel Geld. Wenn man dann noch über quasi Umwege unnötigerweise ein Bahnticket beziehen müsste, würde mir der Hut platzen.","10",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:04:33 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:01:01 GMT+0:00","≤ 26","Ja","Ich brauche es um zur HdM zu fahren.","Nein","","Nein","Finde ich nicht sinnvoll da viele das Ticket garnicht brauchen und vielmehr Semesterbeitrag zahlen müssten.","1",""
"Anonymer Benutzer","Donnerstag, 21. Dezember 2023 um 13:00:28 GMT+0:00","≤ 26","Ja","Ich wohne eine Stunde entfernt von der Hochschule.","Nein","Ich habe ein Auto. ","Nein","Es sollte allen Studierenden die Entscheidung zur Verfügung stehen, ob sie ein Ticket haben wollen oder nicht. Es gibt genügend Studis, die kein Ticket haben, weil sie entweder sehr nahe an der uni wohnen, von ihren Eltern gefahren werden oder so weit weg wohnen, dass sie selbst ein Auto haben. Dann zusätzlich einen so extrem hohen Semesterbeitrag zu bezahlen ist nicht korret und für manche einfach nicht möglich. Zugang zu Bildung sollte allen zu stehen und das wird bei weiterer Erhöhung der Semesterbeiträge immer schwieriger. ","7",""
